// VilsSharpX CAN/UART trace – 2026-08-18 18:14:54
// Records: 7693
// Seq;Timestamp;Device;Op;Address;Value;Status;RspDelayUs;IfDelayUs;RawHex
46;2026-08-18 15:14:04.858;OSRAM;R;0x0047;0x0000067F;Ok;6;313;80A5A047067FA201
47;2026-08-18 15:14:04.867;OSRAM;W;0x0006;0x00003100;Ok;0;8298;80A52006310046DE
48;2026-08-18 15:14:04.867;OSRAM;W;0x0008;0x00000000;Ok;0;304;80A5220800000000936C
49;2026-08-18 15:14:04.867;OSRAM;W;0x0007;0x00000100;Ok;0;305;80A520070100747B
50;2026-08-18 15:14:04.868;OSRAM;R;0x0100;0x000060F9;Ok;6;305;80A5BF0060F900020000000003E800000000000000000000000000A50000FFFF0000003F9B21
51;2026-08-18 15:14:04.868;OSRAM;R;0x0110;0x00000000;Ok;6;312;80A5BF10000000000000000000000064008C007F007F00000100FFFF3003FFFFA94501C295C1
52;2026-08-18 15:14:04.877;OSRAM;R;0x0120;0x00000000;Ok;6;313;80A5BF2000000000000C000EFFFFFFFF4A64FFFFFFFFFFFF00000000F6000000D99700645866
53;2026-08-18 15:14:04.877;OSRAM;R;0x0130;0x00000000;Ok;6;312;80A5BF30000000000000000000000000000000000000000000000000FFFFFFFFFFFFFFFFEFB3
54;2026-08-18 15:14:04.877;OSRAM;R;0x0140;0x0000FFFF;Ok;6;312;80A5BF40FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF000000000000000000000000889E
55;2026-08-18 15:14:04.877;OSRAM;R;0x0150;0x00000000;Ok;6;312;80A5BF5000000000000000000000000000000000000000000000000000000000FFFFFFFF0A0C
56;2026-08-18 15:14:04.877;OSRAM;R;0x0160;0x0000FFFF;Ok;6;312;80A5BF60FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF22F
57;2026-08-18 15:14:04.877;OSRAM;R;0x0170;0x00000000;Ok;6;311;80A5BF7000000000000000000000000000000000000000000000000000000000000000002A53
58;2026-08-18 15:14:04.877;OSRAM;W;0x0008;0x00000000;Ok;0;311;80A5220800000100A05D
59;2026-08-18 15:14:04.877;OSRAM;W;0x0007;0x00000100;Ok;0;303;80A520070100747B
60;2026-08-18 15:14:04.877;OSRAM;R;0x0100;0x00000000;Ok;6;303;80A5BF000000000000000000000000000000000000000000000000000000000000000000AC0A
61;2026-08-18 15:14:04.877;OSRAM;R;0x0110;0x00000000;Ok;6;312;80A5BF100000000000000000000000000000000000000000000000000000000000000000F0C2
62;2026-08-18 15:14:04.877;OSRAM;R;0x0120;0x00000000;Ok;6;311;80A5BF200000000000000000000000000000000000000000000000000000000000000000159A
63;2026-08-18 15:14:04.877;OSRAM;R;0x0130;0x00000000;Ok;6;311;80A5BF3000000000000000000000000000000000000000000000000000000000000000004952
64;2026-08-18 15:14:04.877;OSRAM;R;0x0000;0x000060F5;Ok;6;312;80A5BE0060F5FFFF0006000003E8FFFF3100302100000100000000A50000FFFF0000003FCD81
65;2026-08-18 15:14:04.877;OSRAM;W;0x0006;0x00003100;Ok;0;1372;80A52006310046DE
66;2026-08-18 15:14:04.877;OSRAM;R;0x0140;0x00000000;Ok;6;304;80A5BF400000000000000000000000000000000000000000000000000000000000000000CF0B
67;2026-08-18 15:14:04.877;OSRAM;R;0x0150;0x00000000;Ok;6;314;80A5BF50000000000000000000000000000000000000000000000000000000000000000093C3
68;2026-08-18 15:14:04.879;OSRAM;R;0x0160;0x00000000;Ok;6;314;80A5BF600000000000000000000000000000000000000000000000000000000000000000769B
69;2026-08-18 15:14:04.879;OSRAM;R;0x0170;0x0000FFFF;Ok;6;312;80A5BF70FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000A2FACCFFFF2402ABCDB6A0
70;2026-08-18 15:14:04.879;OSRAM;W;0x0008;0x00000000;Ok;0;331;80A5220800000200F50E
71;2026-08-18 15:14:04.888;OSRAM;W;0x0007;0x00000100;Ok;0;304;80A520070100747B
72;2026-08-18 15:14:04.888;OSRAM;R;0x0100;0x000026B3;Ok;6;303;80A5BF0026B3FFA5FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFBA57
73;2026-08-18 15:14:04.888;OSRAM;R;0x0110;0x0000FFFF;Ok;6;311;80A5BF10FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF7476
74;2026-08-18 15:14:04.888;OSRAM;R;0x0120;0x0000FFFF;Ok;6;311;80A5BF20FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF912E
75;2026-08-18 15:14:04.888;OSRAM;R;0x0130;0x0000FFFF;Ok;6;311;80A5BF30FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFCDE6
76;2026-08-18 15:14:04.888;OSRAM;R;0x0140;0x0000FFFF;Ok;6;310;80A5BF40FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF4BBF
77;2026-08-18 15:14:04.888;OSRAM;R;0x0150;0x0000FFFF;Ok;6;311;80A5BF50FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF1777
78;2026-08-18 15:14:04.888;OSRAM;R;0x0160;0x0000FFFF;Ok;6;311;80A5BF60FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF22F
79;2026-08-18 15:14:04.888;OSRAM;R;0x0170;0x0000FFFF;Ok;6;311;80A5BF70FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFAEE7
80;2026-08-18 15:14:04.888;OSRAM;R;0x0000;0x000060F5;Ok;6;317;80A5BE0060F5FFFF0006000003E8FFFF3100302100000200000000A50000FFFF0000003F4022
81;2026-08-18 15:14:04.888;OSRAM;W;0x0006;0x00003100;Ok;0;1962;80A52006310046DE
82;2026-08-18 15:14:04.888;OSRAM;R;0x0000;0x000060F5;Ok;6;305;80A5BE0060F5FFFF0006000003E8FFFF3100302100000200000000A50000FFFF0000003F4022
83;2026-08-18 15:14:04.897;OSRAM;W;0x0006;0x00003100;Ok;0;9344;80A52006310046DE
84;2026-08-18 15:14:04.897;OSRAM;W;0x0008;0x00000004;Ok;0;305;80A52208000400004FAC
85;2026-08-18 15:14:04.897;OSRAM;W;0x0007;0x00000100;Ok;0;306;80A520070100747B
86;2026-08-18 15:14:04.900;OSRAM;R;0x0100;0x0000B81E;Ok;6;305;80A5BF00B81EC847C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C86BDD
87;2026-08-18 15:14:04.900;OSRAM;R;0x0110;0x0000C8C8;Ok;6;312;80A5BF10C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8055B
88;2026-08-18 15:14:04.900;OSRAM;R;0x0120;0x0000C8C8;Ok;6;312;80A5BF20C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8E003
89;2026-08-18 15:14:04.900;OSRAM;R;0x0130;0x0000C8C8;Ok;6;312;80A5BF30C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8BCCB
90;2026-08-18 15:14:04.900;OSRAM;R;0x0140;0x0000C8C8;Ok;6;312;80A5BF40C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C83A92
91;2026-08-18 15:14:04.908;OSRAM;R;0x0150;0x0000C8C8;Ok;6;312;80A5BF50C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8665A
92;2026-08-18 15:14:04.908;OSRAM;R;0x0160;0x0000C8C8;Ok;6;311;80A5BF60C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C88302
93;2026-08-18 15:14:04.908;OSRAM;R;0x0170;0x0000C8C8;Ok;6;312;80A5BF70C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8DFCA
94;2026-08-18 15:14:04.908;OSRAM;W;0x0008;0x00000004;Ok;0;311;80A52208000401007C9D
95;2026-08-18 15:14:04.908;OSRAM;W;0x0007;0x00000100;Ok;0;303;80A520070100747B
96;2026-08-18 15:14:04.908;OSRAM;R;0x0100;0x0000C8C8;Ok;6;303;80A5BF00C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C85993
97;2026-08-18 15:14:04.908;OSRAM;R;0x0110;0x0000C8C8;Ok;6;311;80A5BF10C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8055B
98;2026-08-18 15:14:04.908;OSRAM;R;0x0120;0x0000C8C8;Ok;6;312;80A5BF20C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8E003
99;2026-08-18 15:14:04.908;OSRAM;R;0x0130;0x0000C8C8;Ok;6;311;80A5BF30C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8BCCB
100;2026-08-18 15:14:04.908;OSRAM;R;0x0000;0x000060F5;Ok;6;311;80A5BE0060F5FFFF0006000003E8FFFF3100302100040100000000A50000FFFF0000003F5633
101;2026-08-18 15:14:04.908;OSRAM;W;0x0006;0x00003100;Ok;0;1372;80A52006310046DE
102;2026-08-18 15:14:04.908;OSRAM;R;0x0140;0x0000C8C8;Ok;6;305;80A5BF40C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C83A92
103;2026-08-18 15:14:04.908;OSRAM;R;0x0150;0x0000C8C8;Ok;6;312;80A5BF50C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8665A
104;2026-08-18 15:14:04.908;OSRAM;R;0x0160;0x0000C8C8;Ok;6;313;80A5BF60C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C88302
105;2026-08-18 15:14:04.917;OSRAM;R;0x0170;0x0000C8C8;Ok;6;313;80A5BF70C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8DFCA
106;2026-08-18 15:14:04.917;OSRAM;W;0x0008;0x00000004;Ok;0;311;80A522080004020029CE
107;2026-08-18 15:14:04.917;OSRAM;W;0x0007;0x00000100;Ok;0;303;80A520070100747B
108;2026-08-18 15:14:04.917;OSRAM;R;0x0100;0x0000C8C8;Ok;6;304;80A5BF00C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C85993
109;2026-08-18 15:14:04.917;OSRAM;R;0x0110;0x0000C8C8;Ok;6;312;80A5BF10C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8055B
110;2026-08-18 15:14:04.917;OSRAM;R;0x0120;0x0000C8C8;Ok;6;311;80A5BF20C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8E003
111;2026-08-18 15:14:04.917;OSRAM;R;0x0130;0x0000C8C8;Ok;6;311;80A5BF30C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8BCCB
112;2026-08-18 15:14:04.917;OSRAM;R;0x0140;0x0000C8C8;Ok;6;311;80A5BF40C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C83A92
113;2026-08-18 15:14:04.917;OSRAM;R;0x0150;0x0000C8C8;Ok;6;311;80A5BF50C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8665A
114;2026-08-18 15:14:04.917;OSRAM;R;0x0160;0x0000C8C8;Ok;6;311;80A5BF60C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C88302
115;2026-08-18 15:14:04.917;OSRAM;R;0x0170;0x0000C8C8;Ok;6;312;80A5BF70C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8DFCA
116;2026-08-18 15:14:04.917;OSRAM;R;0x0000;0x000060F5;Ok;6;312;80A5BE0060F5FFFF0006000003E8FFFF3100302100040200000000A50000FFFF0000003FDB90
117;2026-08-18 15:14:04.917;OSRAM;W;0x0006;0x00003100;Ok;0;2019;80A52006310046DE
118;2026-08-18 15:14:04.917;OSRAM;W;0x0008;0x00000004;Ok;0;305;80A52208000403001AFF
119;2026-08-18 15:14:04.917;OSRAM;W;0x0007;0x00000100;Ok;0;305;80A520070100747B
120;2026-08-18 15:14:04.919;OSRAM;R;0x0100;0x0000C8C8;Ok;6;305;80A5BF00C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C85993
121;2026-08-18 15:14:04.919;OSRAM;R;0x0110;0x0000C8C8;Ok;6;313;80A5BF10C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8055B
122;2026-08-18 15:14:04.919;OSRAM;R;0x0120;0x0000C8C8;Ok;6;314;80A5BF20C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8E003
123;2026-08-18 15:14:04.928;OSRAM;R;0x0130;0x0000C8C8;Ok;6;312;80A5BF30C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8BCCB
124;2026-08-18 15:14:04.928;OSRAM;R;0x0140;0x0000C8C8;Ok;6;311;80A5BF40C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C83A92
125;2026-08-18 15:14:04.928;OSRAM;R;0x0150;0x0000C8C8;Ok;6;312;80A5BF50C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8665A
126;2026-08-18 15:14:04.928;OSRAM;R;0x0160;0x0000C8C8;Ok;6;311;80A5BF60C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C88302
127;2026-08-18 15:14:04.928;OSRAM;R;0x0170;0x0000C8C8;Ok;6;311;80A5BF70C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8DFCA
128;2026-08-18 15:14:04.928;OSRAM;W;0x0008;0x00000004;Ok;0;311;80A52208000404008368
129;2026-08-18 15:14:04.928;OSRAM;W;0x0007;0x00000100;Ok;0;303;80A520070100747B
130;2026-08-18 15:14:04.928;OSRAM;R;0x0100;0x0000C8C8;Ok;6;303;80A5BF00C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C85993
131;2026-08-18 15:14:04.928;OSRAM;R;0x0110;0x0000C8C8;Ok;6;312;80A5BF10C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8055B
132;2026-08-18 15:14:04.928;OSRAM;R;0x0120;0x0000C8C8;Ok;6;311;80A5BF20C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8E003
133;2026-08-18 15:14:04.928;OSRAM;R;0x0130;0x0000C8C8;Ok;6;311;80A5BF30C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8BCCB
134;2026-08-18 15:14:04.928;OSRAM;R;0x0000;0x000060F5;Ok;6;311;80A5BE0060F5FFFF0006000003E8FFFF3100302100040400000000A50000FFFF0000003FD0F7
135;2026-08-18 15:14:04.928;OSRAM;W;0x0006;0x00003100;Ok;0;1277;80A52006310046DE
136;2026-08-18 15:14:04.928;OSRAM;R;0x0140;0x0000C8C8;Ok;6;305;80A5BF40C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C83A92
137;2026-08-18 15:14:04.928;OSRAM;R;0x0150;0x0000C8C8;Ok;6;313;80A5BF50C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8665A
138;2026-08-18 15:14:04.928;OSRAM;R;0x0160;0x0000C8C8;Ok;6;312;80A5BF60C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C88302
139;2026-08-18 15:14:04.929;OSRAM;R;0x0170;0x0000C8C8;Ok;6;314;80A5BF70C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8DFCA
140;2026-08-18 15:14:04.929;OSRAM;W;0x0008;0x00000004;Ok;0;311;80A5220800040500B059
141;2026-08-18 15:14:04.929;OSRAM;W;0x0007;0x00000100;Ok;0;304;80A520070100747B
142;2026-08-18 15:14:04.938;OSRAM;R;0x0100;0x0000C8C8;Ok;6;304;80A5BF00C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C85993
143;2026-08-18 15:14:04.938;OSRAM;R;0x0110;0x0000C8C8;Ok;6;311;80A5BF10C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8055B
144;2026-08-18 15:14:04.938;OSRAM;R;0x0120;0x0000C8C8;Ok;6;312;80A5BF20C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8E003
145;2026-08-18 15:14:04.938;OSRAM;R;0x0130;0x0000C8C8;Ok;6;311;80A5BF30C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8BCCB
146;2026-08-18 15:14:04.938;OSRAM;R;0x0140;0x0000C8C8;Ok;6;311;80A5BF40C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C83A92
147;2026-08-18 15:14:04.938;OSRAM;R;0x0150;0x0000C8C8;Ok;6;311;80A5BF50C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8665A
148;2026-08-18 15:14:04.938;OSRAM;R;0x0160;0x0000C8C8;Ok;6;312;80A5BF60C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C88302
149;2026-08-18 15:14:04.938;OSRAM;R;0x0170;0x0000C8C8;Ok;6;311;80A5BF70C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8DFCA
150;2026-08-18 15:14:04.938;OSRAM;R;0x0000;0x000060F5;Ok;6;312;80A5BE0060F5FFFF0006000003E8FFFF3100302100040500000000A50000FFFF0000003FAB96
151;2026-08-18 15:14:04.938;OSRAM;W;0x0006;0x00003100;Ok;0;1989;80A52006310046DE
152;2026-08-18 15:14:04.938;OSRAM;W;0x0008;0x00000004;Ok;0;305;80A5220800040600E50A
153;2026-08-18 15:14:04.938;OSRAM;W;0x0007;0x00000100;Ok;0;304;80A520070100747B
154;2026-08-18 15:14:04.938;OSRAM;R;0x0100;0x0000C8C8;Ok;6;306;80A5BF00C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C85993
155;2026-08-18 15:14:04.938;OSRAM;R;0x0110;0x0000C8C8;Ok;6;313;80A5BF10C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8055B
156;2026-08-18 15:14:04.947;OSRAM;R;0x0120;0x0000C8C8;Ok;6;312;80A5BF20C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8E003
157;2026-08-18 15:14:04.947;OSRAM;R;0x0130;0x0000C8C8;Ok;6;312;80A5BF30C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8BCCB
