// VilsSharpX CAN/UART trace – 2026-09-04 14:39:51
// Records: 3055
// Seq;Timestamp;Device;Op;Address;Value;Status;RspDelayUs;IfDelayUs;RawHex
14;2026-09-04 11:39:25.612;NICHIA;R;0x61B2;0xF2533CC1;Ok;9;12182;55B13F61B2F2533CC100001021F9F57B0141417E22650100000000343232544D323232320000000000000000000000002780FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
15;2026-09-04 11:39:25.633;NICHIA;R;0x61B2;0xF2533CC1;Ok;10;19710;55B13F61B2F2533CC100001021F9F57B0141417E22650100000000343232544D323232320000000000000000000000002780FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
16;2026-09-04 11:39:25.653;NICHIA;R;0x0000;0x47600808;Ok;9;19653;55B13F000047600808046421092000003FE8001C0006000000043FE800000000000000000000000001070508010801170A150B1F068A0FFF0FFF0FFF0FFF03F903F903F903
17;2026-09-04 11:39:25.653;NICHIA;R;0x0040;0xF900001F;Ok;9;2409;55B13F0040F900001F211F8F3CC4000420C000041460C0010824A0C0020C34E0C003104420C104145460C1051864A0C1061C74E0C107208420C208249460C20928A4A0C20A
18;2026-09-04 11:39:25.653;NICHIA;R;0x0080;0x2CB4E0C2;Ok;9;2411;55B13F00802CB4E0C20B30C830030D35DC80430E3BF0D0C30F40084144114720A104134E3C11C514555C91C5165D7C11C618659C91061B6EC031471D77E8C1C71F81106248
19;2026-09-04 11:39:25.662;NICHIA;R;0x00C0;0x228C3812;Ok;9;4117;55B13F00C0228C381209259764C2C927A29482CA2AAEC442CB2DBBF8120C31C82CF38C34D564D30D38E49CB3CE3BF3D8A38F3F0219A490431259A49147229DB4D24B33E1C4
20;2026-09-04 11:39:25.662;NICHIA;R;0x0100;0x53504529;Ok;9;2407;55B13F010053504529E5D45457711556596ABD45575E7E0D865863925DC65968A6B1169B6DBC05671C73D15DC79D78E8B5375F7EFF15B82084167228628A2FD6B86390473A
21;2026-09-04 11:39:25.662;NICHIA;R;0x0140;0x49E59661;Ok;9;2409;55B13F014049E596619EE9269D7B0A8AE8A396763AAAAAB1E2FAABB1CD52BBADB8EAC68B2FC0073B6C71C725B34C33CF432F3DF5D662AB2DB7DE822B2EB9E6A3AF3EFBEEC4
22;2026-09-04 11:39:25.673;NICHIA;R;0x0180;0x334F7DF7;Ok;9;4051;55B13F0180334F7DF7E5BB6FFFFF676910A410A4BBD600108000031078F0021496E883167D7BC62BF7FFA09F00000000000000000000000000000000000000000000000000
23;2026-09-04 11:39:25.673;NICHIA;R;0x2180;0x00000000;Ok;9;2409;55B13F2180000000000000000000000000000000000000000000000000000000000000000000000000000000000000CD08E84C868686868686868686868686868686868686
24;2026-09-04 11:39:25.673;NICHIA;R;0x21C0;0x86868686;Ok;9;2408;55B13F21C0868686868686868686868686868686878686868686868687878A8A898B868686868786868687868987878A8A8B8988898B8B8B8F8E8F91908D8E92919090908E
25;2026-09-04 11:39:25.682;NICHIA;R;0x2200;0x8C8A8B8F;Ok;10;4119;55B13F22008C8A8B8F8F8E8A90928D8D8E908F888A8B8E8C92929093919091938F9394929391918B898E8B898D8E8B918E8E8C8F8F8E8E9190908F8F8E90918F8D8E8F908D
26;2026-09-04 11:39:25.682;NICHIA;R;0x2240;0x93948F93;Ok;9;2410;55B13F224093948F9392918B8D8B8C918E918F8F8E8E8E9190918E908E8D8D908F8D8B8C8E8B8D928D908E908D8789878A8B898A8A88888A8A8789888A8A8B88878B888686
27;2026-09-04 11:39:25.682;NICHIA;R;0x2280;0x88878687;Ok;8;2409;55B13F22808887868788868686888686868686868686868686868686868686868686868686868686868686868686868686868686868686888D8A8F8E8F9194999897989698
28;2026-09-04 11:39:25.692;NICHIA;R;0x22C0;0x9A999C9E;Ok;9;4193;55B13F22C09A999C9E9D9F9F9EA0A1A6A4A2A1A4A8A7A8AAA9A8A7A9A8A8A6ABABABAAA8A8AAABAAABA9ADACAAB0AFADAEADABADAEB1AEAEAFB1B0B0AFAFAFADB0AFB4B1AF
29;2026-09-04 11:39:25.692;NICHIA;R;0x2300;0xADB1AEB2;Ok;9;2408;55B13F2300ADB1AEB2B1B4B6B3B2B5B4B4B6B1B2B3B5B2B4B0B3B3B3B0B1B4B3B2B0B3B5B3B6B4AFB2B2AEB0B0B0B0B1B1B3B0B2B1B3B4B3B2B5B0B0B2B2B1B0B2B3B2B3B0
30;2026-09-04 11:39:25.692;NICHIA;R;0x2340;0xB0AEADB0;Ok;9;2408;55B13F2340B0AEADB0B2B2B4B2B0B4B0B2B3AFAFAFB2AEADB3B2B0B0B2AFAFB1B0AFAFB0B4B2B6B6B2AFB1B4ADB2B0AEABADABAAADABA7ABADADAEACABABADAAA9A7A7A9A7
31;2026-09-04 11:39:25.703;NICHIA;R;0x2380;0xABA9A7A6;Ok;9;4077;55B13F2380ABA9A7A6A6A8A6A7A8A1A3A2A6A6A6A5A2A5A1A1A3A0A19E9E9A9B9B9C9B96979594939592908F8D8B868686868686868E93969A999B9EA1A1A4A3A2A3A2A5AB
32;2026-09-04 11:39:25.703;NICHIA;R;0x23C0;0xA8AAADAB;Ok;9;2417;55B13F23C0A8AAADABACB1B0B3B1B2B1B4B5B5B7B5B5B6B8B5B7B5B9BBBAB8B8BBBDBBBBBCBCBBBABBB8B8B9B9B6BEBEBFBCBCBABFBBB8BDBABFBDB9BCBEBCBEBCBFC1BDBD
33;2026-09-04 11:39:25.703;NICHIA;R;0x2400;0xBDBDBFBD;Ok;9;2423;55B13F2400BDBDBFBDBBC1BFBDBCC1BEBFBEBFC0C2BEC1C0C0BDBCBCBEC4C0C1C2BEC0BFC0BFBDC2BFBBC4C4BFBEBDBDBCBEC0C0C1BEBFBDC3C1BEBBBFC3C0BEC0BFC1C2C1
34;2026-09-04 11:39:25.712;NICHIA;R;0x2440;0xBCBDC2C2;Ok;9;4096;55B13F2440BCBDC2C2BEBEC3C1C2BEC0C5C1BDBEBDBABEC2C2BEC1C4C4BEC2BEBFBBC0BDBABFC2C1C3C2C3C2BFBFBFC0BEB9BABABFB9B8BBBFB8B7BDB6BCBEB9B8B7B8B5B7
35;2026-09-04 11:39:25.712;NICHIA;R;0x2480;0xB6B9B8B2;Ok;9;2408;55B13F2480B6B9B8B2B3B5B8B7B2B5B8BAB7B2B3B4B2B2B1B5B2ADAFAFACAFAFAAA9A8A8A7A5A2A3A1A2A2A09B9A97978E8686868791979DA0A2A5A1A7A9A4A7ABACAFB0AD
36;2026-09-04 11:39:25.712;NICHIA;R;0x24C0;0xAFB1B3B3;Ok;10;2428;55B13F24C0AFB1B3B3AFB2B6B7BBBCB7B8BCBEBDBAB9BCBFBEBFBBBDBDC0BFBFBDC1C1C1BFC1BEC2BEC0C0C1C0BCC1C0C1C0C1C0C4C0C2C3C0BBC2C1C0C2C1BFBDC5C1C2C4
37;2026-09-04 11:39:25.722;NICHIA;R;0x2500;0xC2C7C3C3;Ok;9;4127;55B13F2500C2C7C3C3C5C6C4C4C1C4C5C4C1C2C1C4C3C4C4C4C3C4C3C5C5C3C4C2C2C2C5C6C6C8C6C5C4C3C2C1C2C6C7C7C5C4C0C6BEC4BDC5C6C6C4C4C6C5C3C6C9C5C8C6
38;2026-09-04 11:39:25.722;NICHIA;R;0x2540;0xC9C6CACB;Ok;9;2409;55B13F2540C9C6CACBC8CBC6C7C3C7C8CAC6C5C7C9BFC3C5C6C5C4C7C6CAC7C7C6C6C3C5C8C5C8C6C5C6C8C5C5C4C2C3BDC0C2C3C3C4C1BEBEC0C0BCC1C1BEBEBFC0C1BBBA
39;2026-09-04 11:39:25.722;NICHIA;R;0x2580;0xBEC0C4BD;Ok;9;2408;55B13F2580BEC0C4BDBBBDBDBABFBEBBBCBBBCBBBABCBABAB7B6B7B9B8B7B4B1B0B0ABAEAAADABA8AAAAA6A5A4A3A1989388868687949D9EA0A8A5A9ABABACAEAEAAADB3B0
40;2026-09-04 11:39:25.733;NICHIA;R;0x25C0;0xB2B3B2AD;Ok;9;4119;55B13F25C0B2B3B2ADB2B6B8BABAB9BCBCBCB7BCBDBBC0C0BFC1C2C0C0C0BCBFC0C2C1BEC3C1C5C3C3C0C3C4C7C5C3C1C2C4C4C2C3C2C6C5C2C3C6C4C3C7C6C3C2C5C2C6C5
41;2026-09-04 11:39:25.733;NICHIA;R;0x2600;0xC4C5C9C6;Ok;9;2412;55B13F2600C4C5C9C6C2C4C6CAC8C2C6C9C7C7C5C7C9C7C8C2C4C8C4C7C7C9C4C4C4C8C8C8CACAC7C6C9C5C8C4C5C2C5C6C3C7CCC6CACAC8C8C5C7C7CAC9C4C8C6C7C5C8CB
42;2026-09-04 11:39:25.733;NICHIA;R;0x2640;0xCBC4C9C9;Ok;9;2408;55B13F2640CBC4C9C9CFCDC9CFC5C8C9CBCAC8C8CAC9CBC6C9CECAC4C6C6C8C2C2C3C8C9CACAC8CCC2C5C7C8C2C5C4C4C6C6C5C7C4BEC4C2C5C3C3C6C2BEC4C5C1BFC0BDC0
43;2026-09-04 11:39:25.742;NICHIA;R;0x2680;0xBFBFC2BF;Ok;9;4045;55B13F2680BFBFC2BFC1C0BCBEBBBBB7BEBEBBB7B9BCBBBABEBCBCB9B9B8B2B3B2AEABB2B3AFAFAEAEAAA7A6A6A4A09B968A868686959FA3A4A5A9ACABABACABACADAFB0B2
44;2026-09-04 11:39:25.742;NICHIA;R;0x26C0;0xB6B2B4B5;Ok;9;2408;55B13F26C0B6B2B4B5B8B7B9BABCBBBEBAB8BBBFBFBEC0C1C2BEC1BFC1C0C0C0C2C2C0C2C6C5C3C6C1C4C1C3C5C3C4C0C0C5C5C2C0CAC6C3C7C5C6C7C7C3C6C5C7C4CAC4C4
45;2026-09-04 11:39:25.742;NICHIA;R;0x2700;0xC2C7CBC6;Ok;9;2408;55B13F2700C2C7CBC6C8C4C8C9C8C4C9C8CBC5C6C8C5C4C6CCC9C9CACECBC5C5CCCBCBCAC9CBCBCBC7C3C6C4C5C6C9C2C6C7C7C7C5CACAC7C7C6C6C9C6CBCBCCC7C5C3C6C7
46;2026-09-04 11:39:25.752;NICHIA;R;0x2740;0xC8C7C7C9;Ok;9;4242;55B13F2740C8C7C7C9C5C1C4C7C6C5CCC8C8CBCBCBC8C5CBC4C7C4C9C4C8C5C6C5C4C8C6C7C5C6C8C6C2C3C5C8C5C7C8C7C7C3C2C3C7C5C5C8C0C1C2C2C4C4C3C3BCC0BFBD
47;2026-09-04 11:39:25.752;NICHIA;R;0x2780;0xC0C1BCBE;Ok;9;2409;55B13F2780C0C1BCBEBDC1C1BFBEBEC1C0C2BEB9B8BBBEBABBBCBBB8B6B6B5B5B6B4B4B4B3ADAFAFA7ADACA6A8A3A19B988D86868B969EA0A7A8A9A8AAABACAEB0B1B2B4B4
48;2026-09-04 11:39:25.752;NICHIA;R;0x27C0;0xB7B8B5B2;Ok;9;2407;55B13F27C0B7B8B5B2B4BAB9BBBABEBBB7BCC0BEC0C1C2BFC2C3C4C3C4C1C0C3C4C2C1C4C8C4C2BEC4C7C3C2C2BFC1C4C6C6C5C2C5C5C7C5C2C4C3C4C1C6C3C7C4C4C5C6C7
49;2026-09-04 11:39:25.762;NICHIA;R;0x2800;0xCAC8C8C7;Ok;9;4023;55B13F2800CAC8C8C7C9C5C9CAC8C7C8C6C7C8CCC4C6C8C8CAC8C6C1C6C9C8CAC9C8CBCDCBC5C5C8C9CAC4CAC4C7C8C8CAC7C6C7C5C5C7C7C7C9CACAC7C5C9C9C8C8C7C9C8
50;2026-09-04 11:39:25.762;NICHIA;R;0x2840;0xC9C8C9C7;Ok;9;2408;55B13F2840C9C8C9C7C8C8CAC7C7CBC8C6C8C8C5C6C6C5C9C4C6C5C8C5C4C6C8C8C9C9C9CAC6C8C6CAC7CBC6C6C5C8C3C1C0C3C7C4C0C4C5C0C2C3BFC2C4C1C5C3C2C0C1BF
51;2026-09-04 11:39:25.762;NICHIA;R;0x2880;0xC3C1BFBE;Ok;9;2409;55B13F2880C3C1BFBEBCBABBC0BDBABCBBC1C1BEBCBAB8BCBBBDBBB7B6B7B6B7B6B1B5B5B2B1AEACABACA7ABA9A7A5A09A8F868688989DA3A5A7A7ABABACAFB0ADB3B4B6B5
52;2026-09-04 11:39:25.772;NICHIA;R;0x28C0;0xB8B6B4B8;Ok;9;4087;55B13F28C0B8B6B4B8B6BCB5BBBEB9B9BCBDBDBBBEC2BFBEBFBFC2C1C0C2C0C2C0C3C2C3C3C4C3C2C0C1BDC0C2BCC3C6C7C5C6C5C4C5C4C7C7C6C5C5C4C0C5C8C5C6C5C9C7
53;2026-09-04 11:39:25.772;NICHIA;R;0x2900;0xC8C8C6C7;Ok;9;2408;55B13F2900C8C8C6C7C8C7C6CDC8C5C6CAC6C3C7C5C6CBC8C7C5C6C8C6C9C8C7C8C7C8C5CCC4C6C9C9C9C9C6C9C7C7C5C6CBC8C6C7C9C7C6C7CBCBC7CBC9C8CAC6C7C9C7C6
54;2026-09-04 11:39:25.772;NICHIA;R;0x2940;0xC4C8C9C6;Ok;9;2408;55B13F2940C4C8C9C6C5C9C8C9C9CDC9CBC6C8C8C4C5C4C6C6C7C8C9C7CAC8C3C5C4C5C4C5C7C4C6C4C4C6C4C5CAC8C7C7C8C6C3C5C4C2C3C4C5C0BEC2C5C5C5C6C6C0C4C0
55;2026-09-04 11:39:25.782;NICHIA;R;0x2980;0xC0BEC0C0;Ok;9;4153;55B13F2980C0BEC0C0C1C1BEBCB8BAB8BCC0BFBFC1BDBABABABBB8B7BAB8B8B9B8B4B5B1AEB1ADADA9A9A9AAABA5A4A1998D86868B9A9D9EA7ABAAADAFADABADAEAFB1B3B2
56;2026-09-04 11:39:25.782;NICHIA;R;0x29C0;0xB2B5B6B7;Ok;9;2409;55B13F29C0B2B5B6B7BBB9B9BABCBFBCBCC0BDBBBEBCBFBFC0BEBEC1C0BFBDBFC1C0C3C3C0C6C3C0C1BEC4C6C7C4C7C3C8C3C8C8C4C5C4C7C2C2C3CAC7C2C4C8C6C6C8C8C7
57;2026-09-04 11:39:25.782;NICHIA;R;0x2A00;0xC6C5C6CA;Ok;9;2408;55B13F2A00C6C5C6CACACAC7C9C3C8C3C8C3C6C9C5CCC7C6CAC8CAC9C9C9C7C7C4C9C7CBCBCBC4C9CBC4C4CBC6C8C9CAC9C7C7CBC8C5CACBC9CBC8C5CAC9C8C9C8CAC9C6C9
58;2026-09-04 11:39:25.793;NICHIA;R;0x2A40;0xC8C9C9C9;Ok;9;4134;55B13F2A40C8C9C9C9CCC9C9CACBCDCECDCBC8C7C7C9CBC8C9C8C6CAC8C7C9C7C4C8C4C8C6C6C5C8C6C8C7C7C7C1C6C6C3C7C1BFC2C2C2C5C4C5C3C5C4C1C1C0BEC3C3C2C0
59;2026-09-04 11:39:25.793;NICHIA;R;0x2A80;0xC1C1C2BD;Ok;10;2408;55B13F2A80C1C1C2BDB9BDBEBCBEBABFB7BBBEBDBCBEC3BFB9BEBAC0BCB7B1B2B6B1B3B2B1B1B0AEABA8ABABA7A9A1A19A8986868B98A0A4A5A9ABAAAAAEACAEB0B4B6B4B7
60;2026-09-04 11:39:25.793;NICHIA;R;0x2AC0;0xB7B7BABD;Ok;9;2412;55B13F2AC0B7B7BABDBABCBEBDBDBDBFC0BEC1BFBFBFBEC1C2BFBFBEC1BFC3BDBCC0C3C4C4C1C2C5C3BFC0C6C4C7C7C1C5C4C7C5C7BFC6C8C4C5C6C6C7C8C6C7C5C9C7C7C8
61;2026-09-04 11:39:25.802;NICHIA;R;0x2B00;0xC7C7C4C7;Ok;9;4114;55B13F2B00C7C7C4C7C5C9C6C7C9CCC6C9C8CBC9CAC8C8CBCAC7CAC6C7C9C8C2CCCACAC8C8CCC7C9C8C9C9C9C6C4C6C7C9C9C7C2C8CBC8C9C1C8C8C6C6C4C8CAC7C7C5C9C7
62;2026-09-04 11:39:25.802;NICHIA;R;0x2B40;0xCDCBCDCB;Ok;9;2408;55B13F2B40CDCBCDCBCCC6C7CAC7CAC9CBC7C7CAC9CACBC4C2C9C7CACAC5C8C8C9C5C4C5C7C8C5C4C8C3C6C7C8C3C7C4C1C4C4C6C4C2C1C2C2C5C5C0C3C0C4C2C3BFBEBEC5
63;2026-09-04 11:39:25.802;NICHIA;R;0x2B80;0xC2C0C1BD;Ok;9;2411;55B13F2B80C2C0C1BDBBBCC1C1BFBDC1BCBABCBFBEC0BDC1BEBDBABBBBBAB8B9B6B4B4B4AFB0B1B0A9ACA8A9A5A6A4A09B8E86868C96A1A6AAACACABADADACAEB0B3B2B7B8
64;2026-09-04 11:39:25.813;NICHIA;R;0x2BC0;0xB4B5BBBA;Ok;9;4113;55B13F2BC0B4B5BBBABBBCBFBFBBBBBDBDBFC2C1BDBFC2BDC1C1BFC0C3BCC4C8C5C0C3C8C4BFC0C2C4BEC3C6C6C5C3C5C6C3C5C7C4C5C5C7C7C8C5C2C6C7C3C4C8C9C8C3C8
65;2026-09-04 11:39:25.813;NICHIA;R;0x2C00;0xCACAC9C4;Ok;9;2410;55B13F2C00CACAC9C4C0C3C5C8C9CBC9C5C8C7C8C6C4C2C5C9C7C2C7C6C8C8C7C8C6C7CBC9C7CAC6C7C8C3C6C3C4C7C7C3C2C2C4C8C5C7C7C6CACAC9CAC9C4C9CBCAC9C8C5
66;2026-09-04 11:39:25.813;NICHIA;R;0x2C40;0xCACAC3C9;Ok;10;2413;55B13F2C40CACAC3C9C5C7CBC7C6C6C5C7C6C9C9C6C5C9C8BFC3C5CBCCC8CBCAC8C9C9C4C5C8C9C7C5C8C4C5CAC8C1C5C6C6C2C0C1C3C3C7C5C3C2C5C1C0C1C0C0C3C1C1C2
67;2026-09-04 11:39:25.822;NICHIA;R;0x2C80;0xC4C3C3C5;Ok;9;4135;55B13F2C80C4C3C3C5BFC0C0BDC1BFC0BFC0C2C0BCBBBBBABCBDBCBABABBB9B4B2B8B2B3B1B2B1AFAEAEACA8A7A7A4A0998A86868E9C9DA5A8AAAAACAEAEACAAADADB0B5B5
68;2026-09-04 11:39:25.822;NICHIA;R;0x2CC0;0xB6B5B7BA;Ok;9;2408;55B13F2CC0B6B5B7BAB8BAB7BABABFBABBBDBEBDBEBFC1C1C1BCC2C3BDBFC0C0C3C1C7C5C1C1C4C4C6C5C1C6C6C8C7C7C1C4C4C7C5BFC5C6C9C6C7C3C5C3C4C3C8C8C6C4C5
69;2026-09-04 11:39:25.822;NICHIA;R;0x2D00;0xC7CBC8C5;Ok;8;2407;55B13F2D00C7CBC8C5C4C5CAC9C6C6C8C1C5C7C8C6C1C4C6C3C8C9C8C9C9C3C8CACCC7CBC7CCCBC8C5C9CAC9C4C8C9C4C7C5C4C9C9C9C9C9CBC7C7C9CAC8C6C9CCC9CCC9CC
70;2026-09-04 11:39:25.833;NICHIA;R;0x2D40;0xCACDC9C8;Ok;8;4124;55B13F2D40CACDC9C8C9C9C7CCCBC9C8C5C9C2C6CAC7C7CBC8CBC9C8C5CBC8C8C9C9C6C7CAC6BFC4C3C2C6C9C3C7C2C6C8CBC5CAC6C4C5C7C8C5C4C2C6C5C4C3C7C2C5C5C1
71;2026-09-04 11:39:25.833;NICHIA;R;0x2D80;0xC0C0C4C3;Ok;9;2411;55B13F2D80C0C0C4C3BEC1C2C0C5C1C1C2C1C1BDBFBEBEBDB9BBBCBBBBB9BBB8B9B4B6B7B5B2B0ADB1AFACACAAA2A4A09B8C86868B98A2A2A7A8A9ADAFABADAEAEAFB1B3B1
72;2026-09-04 11:39:25.833;NICHIA;R;0x2DC0;0xB2B5B6B6;Ok;10;2408;55B13F2DC0B2B5B6B6B7BABBBABCB9BCB9BCBCBFC1BEBBBBBEBEC1BFC1BFBFBEC3C5C1BFC0C1C4C3C2C2C1C2C4C3C4C7C7C4C4C2C7C8C9C3C7C6CAC7C7C6C6C3C4C7C8C6C6
73;2026-09-04 11:39:25.843;NICHIA;R;0x2E00;0xC8C8C6C7;Ok;9;4094;55B13F2E00C8C8C6C7C6C7C8C9C5C4C7C5CAC8C3C9C9C6C4C7C6C6C9C4C7CCCBC6CBC8C3C6C7C9CBC6C5C4C4C4BFC8C8C6C6C3C4C7CBCDC4C9C8C6CBC9C6C5C4C5C7C5CACB
74;2026-09-04 11:39:25.843;NICHIA;R;0x2E40;0xCAC9C9C5;Ok;10;2410;55B13F2E40CAC9C9C5C7CACBC7C7CDC9C7C9C3C4C4C2C6C4C5C5C6C7C6C7C8C7C6C4C8C8C7C6C5C7C6C9C5C7C7C0C6C7C9C7C5C0C6C6C5C5C4C1C4C6C2C4C3BEC4C1C1C2C1
75;2026-09-04 11:39:25.843;NICHIA;R;0x2E80;0xBDBFBEC3;Ok;9;2408;55B13F2E80BDBFBEC3C3C1C3BFC3C0BFBDBDBDC0BEBFBCBCBEBBB7BBBAB7B9B8B4B3B6B3B4B5B2AEADAEACA9A7A7A3A19A8F86868A989EA4A7A6A9ABAEACAEB0B0AFAEB3B6
76;2026-09-04 11:39:25.852;NICHIA;R;0x2EC0;0xB9B6B3B8;Ok;9;4145;55B13F2EC0B9B6B3B8B7B9BEB8BFBFC1BFBBC0BCBFBFBEC0C0BEBFBDC2BEBFC1C1C0C2C4C0C2C3C3BFC2C5C7CAC7C0C6C8C8C2CCC9C6C9CAC7C7C7C9CCC8CAC9C4C8C9C7C5
77;2026-09-04 11:39:25.852;NICHIA;R;0x2F00;0xCAC6C3C5;Ok;9;2409;55B13F2F00CAC6C3C5C7C8CCC7C6C7CAC7C2C4C6C4C7C7C6C9C5CBC8C8C9C9CCCCCAC6C4C7C8C8C8C9C5C3C8C3C7C5C5C6CAC7C4C9CACBC5C8C6CBC8C4CDC7C7C7C9C5C6C8
78;2026-09-04 11:39:25.852;NICHIA;R;0x2F40;0xC4C8C8C9;Ok;9;2408;55B13F2F40C4C8C8C9C8CACCC3C1C3C8C3C6C5C4C3C3C8C8C4C3CAC7C7CAC6C8CAC5C4C5C6C6C8C5C2C2C3C7C4C6C9C6C6C4C8C7C6C3C6C5C4C4C2C7C2C0C0C4C5C2BEC0C1
79;2026-09-04 11:39:25.862;NICHIA;R;0x2F80;0xBDBFB8BE;Ok;9;4071;55B13F2F80BDBFB8BEBFC0BFBBBFBFC0BEBCBDBEBDB9B9BCB8BABDBEBCBAB5B3B9B7B6B5B2B0B0ABAAAAA9ABA6A6A49E9A8F86868C999BA1A8A9ABACAAB0B2B1B1B0B0B4B4
80;2026-09-04 11:39:25.862;NICHIA;R;0x2FC0;0xB4B7B5BC;Ok;10;2409;55B13F2FC0B4B7B5BCBCBFBEBFBDBDBFBDBCBCBBBEBBC2C0C2C2C2BDC0BFC4C2C3C2C1C1C6C5C4C5C3C4C5C3C1C2C4C5C6C4C6C9C9C5C5C7C4C5C6C8C6C3C7C8C8CACBC7C6
81;2026-09-04 11:39:25.862;NICHIA;R;0x3000;0xC6C3C7C7;Ok;8;2413;55B13F3000C6C3C7C7C6C8C5C4CAC4C7CBC7C5C8C7C5C9C7C7C5C2C7C8C8C5C3C6C9CBCBC9C7C8C7C9C8C5C7C6C6C4C8C4C4C4C7C6C9C9C9C9C5C9CBC7CAC9C6C4C3C0C5C8
82;2026-09-04 11:39:25.873;NICHIA;R;0x3040;0xC7C8C5C7;Ok;9;4095;55B13F3040C7C8C5C7C9C8C9C3C6C9C8C5C9C5C3C6C7C8C9CAC9C6C5CAC6C6C5C7CBC9C5CACEC9C7C5C9C4C2C4C5C6C9C5C4C6C5C2C6C6C3C1C5C4C6C5C5C1C4C4C0C4C1BE
83;2026-09-04 11:39:25.873;NICHIA;R;0x3080;0xC0C1C0BA;Ok;9;2409;55B13F3080C0C1C0BAC0BABFBEB9BEBEBCBCBCC1BDBEC1C0BDB9BABDBBBAB7B9B3B6B7B4B6B2B2AFAFAFAAA9A6A4A5A0988D86868D99A2A4A6A6A6A9ADB0B0ADAFB1B4B3B8
84;2026-09-04 11:39:25.873;NICHIA;R;0x30C0;0xBCB9BABB;Ok;9;2408;55B13F30C0BCB9BABBB9BBBDBDC0BCBCBEBEBDBFC0B9C3C2BDBFBDBDBDC4B9BEC1C3C3C4C3C2C2BEC4C5C3C2C2C6C1C2C3C5C6C4C5C3C1C5C9C7CBC7C6C5C5C9CBC6CACACA
85;2026-09-04 11:39:25.882;NICHIA;R;0x3100;0xC8C5C6C6;Ok;9;4128;55B13F3100C8C5C6C6C4C9C6CACAC4C7C9C6C6CDC8C5C6C7CACBC6C5C7C6CBC9C5C7CBCAC9CBCACBC9C7C5C5C7CAC9C6C3C5C3C3C3C2C6CCC6C7C9CAC7C8C7CCCAC3C4C6CA
86;2026-09-04 11:39:25.882;NICHIA;R;0x3140;0xCBC6C5C8;Ok;10;2408;55B13F3140CBC6C5C8C9C8C9C7C5C7C2CCC9C5C7C8CACDC8C4C6C7C8CAC7C4CAC9CDC8C7C9C8C7C7C7C6C7CBCAC5C8C5C7CAC6C3C4C7C7C5C3C3C2C1C4C5C3C3C1C1C0C0BF
87;2026-09-04 11:39:25.882;NICHIA;R;0x3180;0xC0BEBCBB;Ok;9;2420;55B13F3180C0BEBCBBC4BEBFBDBAC0BEBDBFBEBFBDC0BEBFBBBEBDB8BCB7BBB7B4B8B5B1B3B3B2B3AFADABACA6A4A09F9A8E8686899A9FA3A4A9AAACADACB0B2B2B2B4B5B6
88;2026-09-04 11:39:25.893;NICHIA;R;0x31C0;0xBAB9BBBD;Ok;9;4107;55B13F31C0BAB9BBBDB8BABCBCBABDBABFBCBDBCBDBFC5C3BEBDBFBEC3BFC3C1BEBFBEC0BFC2C6C8C5C4C5C8C4C8C6C7C5CBC6C4C6C5C7CAC8C9C7C9C4C8C9C7CBC6C7C6C7
