// VilsSharpX CAN/UART trace – 2026-09-02 16:03:10
// Records: 3073
// Seq;Timestamp;Device;Op;Address;Value;Status;RspDelayUs;IfDelayUs;RawHex
40;2026-09-02 12:58:19.674;OSRAM;R;0x00D0;0x00000006;Ok;28;0;80A5BED000060006000600060006000600060006000600060006000600060006000600067531
41;2026-09-02 12:58:19.674;OSRAM;R;0x00F7;0x0000011F;Ok;28;0;80A5B0F7011F011F0000000080A30000FFFF2402ABCD81B6
42;2026-09-02 12:58:19.682;OSRAM;R;0x0000;0x000060F5;Ok;28;0;80A5BE0060F5FFFF0003000003E8FFFF71003020
43;2026-09-02 12:58:19.682;OSRAM;R;0x0010;0x000017C0;Ok;29;0;80A5BE1017C000000001000200000073008C
44;2026-09-02 12:58:19.682;OSRAM;R;0x0020;0x00000000;Ok;28;0;80A5BE2000000000000C000E
45;2026-09-02 12:58:19.682;OSRAM;R;0x0030;0x000098EF;Ok;28;0;80A5B63098EF96FE97B3995F98D8994F9720
46;2026-09-02 12:58:19.682;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5BEA06E90
47;2026-09-02 12:58:19.682;OSRAM;R;0x00E0;0x00000006;Ok;28;0;80A5BEE0000600060006
48;2026-09-02 12:58:19.682;OSRAM;R;0x00F7;0x0000011F;Ok;28;0;80A5B0F7011F011F00000000
49;2026-09-02 12:58:19.692;OSRAM;R;0x0000;0x000060F5;Ok;28;0;80A5BE0060F5FFFF0003000003E8FFFF7100302000060000000000A50000FFFF00020078DBB9
50;2026-09-02 12:58:19.692;OSRAM;R;0x0010;0x000017C1;Ok;29;0;80A5BE1017C10000000100020000
51;2026-09-02 12:58:19.694;OSRAM;R;0x0020;0x00000000;Ok;28;0;80A5BE2000000000000C000EFFFFFFFF2904FFFFFFFFFFFFC44407F0F6000300F0D100649273
52;2026-09-02 12:58:19.694;OSRAM;R;0x0030;0x000098EF;Ok;29;0;80A5B63098EF96FE97B3995F98D8994F9720974C9992997C002F002E5CEE
53;2026-09-02 12:58:19.694;OSRAM;R;0x0070;0x000024CA;Ok;28;0;80A5BE7024CA289728746EC478AF747124DA2898287866C0769C707422C02899287A323CBC96
54;2026-09-02 12:58:19.694;OSRAM;R;0x00B0;0x00000006;Ok;28;0;80A5BEB000060006000600060006000600060006000600060006000600060006
55;2026-09-02 12:58:19.694;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5B0F7011F
56;2026-09-02 12:58:19.702;OSRAM;R;0x0000;0x000060F5;Ok;28;0;80A5BE0060F5FFFF0003000003E8FFFF71003020000600000000
57;2026-09-02 12:58:19.702;OSRAM;R;0x0010;0x000017C1;Ok;28;0;80A5BE1017C100000001000200000073008C004C007F0100
58;2026-09-02 12:58:19.702;OSRAM;R;0x0000;0x00000000;Malformed;29;0;80A5BE200000
59;2026-09-02 12:58:19.702;OSRAM;R;0x0030;0x000098EF;Ok;28;0;80A5B63098EF96FE97B3995F98D8994F9720974C99
60;2026-09-02 12:58:19.702;OSRAM;R;0x0080;0x000066C9;Ok;28;0;80A5BE8066C974806E5822C2
61;2026-09-02 12:58:19.702;OSRAM;R;0x0000;0x00000000;Malformed;29;0;80A5BEC00006
62;2026-09-02 12:58:19.704;OSRAM;R;0x0000;0x00000000;Malformed;29;0;80A5B0F7011F
63;2026-09-02 12:58:19.713;OSRAM;R;0x0000;0x000060F5;Ok;28;0;80A5BE0060F5FFFF0003000003E8FFFF
64;2026-09-02 12:58:19.713;OSRAM;R;0x0010;0x000017C2;Ok;28;0;80A5BE1017C200000001000200000073008C004C007F01000100FFFF5004FFFFA5000183E932
65;2026-09-02 12:58:19.715;OSRAM;R;0x0020;0x00000000;Ok;28;0;80A5BE2000000000000C000EFFFFFFFF2904FFFFFFFFFFFFC44407F0F6000302F0D10064D6F0
66;2026-09-02 12:58:19.715;OSRAM;R;0x0030;0x000098EF;Ok;28;0;80A5B63098EF96FE97B3995F98D8994F9720974C9992997C002F002E5CEE
67;2026-09-02 12:58:19.715;OSRAM;R;0x0090;0x000014CC;Ok;28;0;80A5BE9014CC28A21E7256D07081605D10CC28A31C7254C370B5
68;2026-09-02 12:58:19.715;OSRAM;R;0x00D0;0x00000006;Ok;28;0;80A5BED000060006000600060006000600060006000600060006000600060006
69;2026-09-02 12:58:19.715;OSRAM;R;0x00F7;0x0000011F;Ok;28;0;80A5B0F7011F011F0000000080A3
70;2026-09-02 12:58:19.722;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5BE0060F5FF
71;2026-09-02 12:58:19.722;OSRAM;R;0x0010;0x000017C2;Ok;28;0;80A5BE1017C20000
72;2026-09-02 12:58:19.722;OSRAM;R;0x0020;0x00000000;Ok;28;0;80A5BE2000000000000C
73;2026-09-02 12:58:19.722;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5B63098EF
74;2026-09-02 12:58:19.722;OSRAM;R;0x0000;0x00000000;Malformed;29;0;80A5BEA06E90
75;2026-09-02 12:58:19.731;OSRAM;R;0x00E0;0x00000006;Ok;28;0;80A5BEE000060006000600000000000000000000000000000000000000000000
76;2026-09-02 12:58:19.731;OSRAM;R;0x00F7;0x0000011F;Ok;28;0;80A5B0F7011F011F0000000080A30000FFFF2402ABCD81B6
77;2026-09-02 12:58:19.733;OSRAM;R;0x0000;0x000060F5;Ok;28;0;80A5BE0060F5FFFF0003000003E8FFFF7100302000060000000000A50000FFFF00020078DBB9
78;2026-09-02 12:58:19.733;OSRAM;R;0x0010;0x000017C3;Ok;28;0;80A5BE1017C300000001000200000073008C004C007F01000100FFFF5004FFFFA5000183671B
79;2026-09-02 12:58:19.733;OSRAM;R;0x0020;0x00000000;Ok;31;0;80A5BE2000000000000C000EFFFFFFFF2904FFFFFFFFFFFFC44407F0F6000300F0D100649273
80;2026-09-02 12:58:19.736;OSRAM;R;0x0030;0x000098EF;Ok;28;0;80A5B63098EF96FE97B3995F98D8994F9720974C9992997C002F002E5CEE
81;2026-09-02 12:58:19.736;OSRAM;R;0x0070;0x000024CA;Ok;28;0;80A5BE7024CA289728746EC478AF747124DA2898287866C0769C707422C02899287A323CBC96
82;2026-09-02 12:58:19.736;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5BEB00006
83;2026-09-02 12:58:19.736;OSRAM;R;0x00F7;0x0000011F;Ok;28;0;80A5B0F7011F011F0000000080A3
84;2026-09-02 12:58:19.743;OSRAM;R;0x0000;0x000060F5;Ok;28;0;80A5BE0060F5FFFF0003000003E8
85;2026-09-02 12:58:19.743;OSRAM;R;0x0010;0x000017C3;Ok;29;0;80A5BE1017C300000001
86;2026-09-02 12:58:19.743;OSRAM;R;0x0020;0x00000000;Ok;29;0;80A5BE2000000000000C000EFFFFFFFF2904FFFFFFFFFFFFC44407F0F6000200F0D10064
87;2026-09-02 12:58:19.752;OSRAM;R;0x0030;0x000098EF;Ok;28;0;80A5B63098EF96FE97B3995F98D8994F9720974C9992997C002F002E5CEE
88;2026-09-02 12:58:19.752;OSRAM;R;0x0080;0x000066C9;Ok;28;0;80A5BE8066C97480
89;2026-09-02 12:58:19.752;OSRAM;R;0x00C0;0x00000006;Ok;28;0;80A5BEC000060006000600060006
90;2026-09-02 12:58:19.752;OSRAM;R;0x00F7;0x0000011F;Ok;28;0;80A5B0F7011F011F0000000080A30000FFFF
91;2026-09-02 12:58:19.754;OSRAM;R;0x0000;0x000060F5;Ok;29;0;80A5BE0060F5FFFF
92;2026-09-02 12:58:19.754;OSRAM;R;0x0010;0x000017C4;Ok;28;0;80A5BE1017C400000001000200000073008C004C007F01000100FFFF5004FFFFA5000183FDA7
93;2026-09-02 12:58:19.754;OSRAM;R;0x0020;0x00000000;Ok;28;0;80A5BE2000000000000C000EFFFFFFFF2904FFFFFFFFFFFFC44407F0F6000200F0D10064D7D3
94;2026-09-02 12:58:19.754;OSRAM;R;0x0000;0x00000000;Malformed;16;0;80A5B630
95;2026-09-02 12:58:19.761;OSRAM;R;0x0000;0x00000000;Malformed;29;0;80A5BE9014CC
96;2026-09-02 12:58:19.761;OSRAM;R;0x00D0;0x00000006;Ok;29;0;80A5BED000060006000600060006000600060006000600060006000600060006000600067531
97;2026-09-02 12:58:19.761;OSRAM;R;0x00F7;0x0000011F;Ok;29;0;80A5B0F7011F011F0000000080A30000FFFF2402ABCD81B6
98;2026-09-02 12:58:19.763;OSRAM;R;0x0000;0x000060F5;Ok;28;0;80A5BE0060F5FFFF0003000003E8FFFF7100302000060000000000A50000FFFF00020078DBB9
99;2026-09-02 12:58:19.763;OSRAM;R;0x0010;0x000017C4;Ok;29;0;80A5BE1017C400000001000200
100;2026-09-02 12:58:19.772;OSRAM;R;0x0020;0x00000000;Ok;29;0;80A5BE2000000000000C000EFFFFFFFF2904FFFFFFFF
101;2026-09-02 12:58:19.772;OSRAM;R;0x0030;0x000098EF;Ok;28;0;80A5B63098EF96FE97B3995F98D8994F9720974C9992997C
102;2026-09-02 12:58:19.772;OSRAM;R;0x00A0;0x00006E90;Ok;28;0;80A5BEA06E905A7950C80000000000000000
103;2026-09-02 12:58:19.772;OSRAM;R;0x00E0;0x00000006;Ok;28;0;80A5BEE00006000600060000000000000000
104;2026-09-02 12:58:19.772;OSRAM;R;0x00F7;0x0000011F;Ok;28;0;80A5B0F7011F011F
105;2026-09-02 12:58:19.774;OSRAM;R;0x0000;0x000060F5;Ok;31;0;80A5BE0060F5FFFF00030000
106;2026-09-02 12:58:19.774;OSRAM;R;0x0010;0x000017C5;Ok;28;0;80A5BE1017C5000000010002000000
107;2026-09-02 12:58:19.774;OSRAM;R;0x0020;0x00000000;Ok;29;0;80A5BE2000000000000C000EFFFFFFFF2904FFFFFFFFFFFFC44407F0F6000200
108;2026-09-02 12:58:19.782;OSRAM;R;0x0030;0x000098EF;Ok;29;0;80A5B63098EF96FE97B3995F98D8994F9720974C9992997C002F002E5CEE
109;2026-09-02 12:58:19.782;OSRAM;R;0x0070;0x000024CA;Ok;28;0;80A5BE7024CA289728746EC478AF747124DA28982878
110;2026-09-02 12:58:19.782;OSRAM;R;0x00B0;0x00000006;Ok;28;0;80A5BEB00006000600060006
111;2026-09-02 12:58:19.782;OSRAM;R;0x00F7;0x0000011F;Ok;28;0;80A5B0F7011F011F0000000080A30000FFFF2402ABCD81B6
112;2026-09-02 12:58:19.784;OSRAM;R;0x0000;0x000060F5;Ok;29;0;80A5BE0060F5FFFF00030000
113;2026-09-02 12:58:19.784;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5BE1017C500
114;2026-09-02 12:58:19.792;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5BE200000
115;2026-09-02 12:58:19.792;OSRAM;R;0x0030;0x000098EF;Ok;28;0;80A5B63098EF96FE97B3
116;2026-09-02 12:58:19.792;OSRAM;R;0x0080;0x000066C9;Ok;28;0;80A5BE8066C974806E5822C2289E
117;2026-09-02 12:58:19.792;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5BEC00006
118;2026-09-02 12:58:19.792;OSRAM;R;0x00F7;0x0000011F;Ok;29;0;80A5B0F7011F011F0000000080A30000FFFF2402ABCD81B6
119;2026-09-02 12:58:19.795;OSRAM;R;0x0000;0x000060F5;Ok;28;0;80A5BE0060F5FFFF0003000003E8FFFF7100302000060000000000A50000FFFF00020078
120;2026-09-02 12:58:19.802;OSRAM;R;0x0010;0x000017C6;Ok;28;0;80A5BE1017C600000001000200000073008C004C007F01000100FFFF5004FFFFA5000183F1D4
121;2026-09-02 12:58:19.802;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5BE200000
122;2026-09-02 12:58:19.802;OSRAM;R;0x0030;0x000098EF;Ok;29;0;80A5B63098EF96FE97B3995F98D8994F9720974C9992997C002F002E5CEE
123;2026-09-02 12:58:19.802;OSRAM;R;0x0090;0x000014CC;Ok;28;0;80A5BE9014CC28A21E7256D07081
124;2026-09-02 12:58:19.802;OSRAM;R;0x00D0;0x00000006;Ok;29;0;80A5BED000060006000600060006000600060006000600060006000600060006000600067531
125;2026-09-02 12:58:19.802;OSRAM;R;0x00F7;0x0000011F;Ok;28;0;80A5B0F7011F011F0000000080A30000FFFF2402ABCD
126;2026-09-02 12:58:19.811;OSRAM;R;0x0000;0x00000000;Malformed;29;0;80A5BE0060F5
127;2026-09-02 12:58:19.811;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5BE1017C7
128;2026-09-02 12:58:19.811;OSRAM;R;0x0020;0x00000000;Ok;28;0;80A5BE2000000000
129;2026-09-02 12:58:19.811;OSRAM;R;0x0030;0x000098EF;Ok;28;0;80A5B63098EF96FE
130;2026-09-02 12:58:19.811;OSRAM;R;0x00A0;0x00006E90;Ok;29;0;80A5BEA06E905A7950C800000000
131;2026-09-02 12:58:19.811;OSRAM;R;0x00E0;0x00000006;Ok;28;0;80A5BEE000060006000600000000
132;2026-09-02 12:58:19.811;OSRAM;R;0x00F7;0x0000011F;Ok;28;0;80A5B0F7011F011F0000000080A30000FFFF2402ABCD
133;2026-09-02 12:58:19.822;OSRAM;R;0x0000;0x000060F5;Ok;28;0;80A5BE0060F5FFFF0003000003E8
134;2026-09-02 12:58:19.823;OSRAM;R;0x0010;0x000017C7;Ok;28;0;80A5BE1017C700000001000200000073008C004C007F
135;2026-09-02 12:58:19.823;OSRAM;R;0x0020;0x00000000;Ok;29;0;80A5BE2000000000000C000EFFFFFFFF2904FFFFFFFF
136;2026-09-02 12:58:19.823;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5B63098EF
137;2026-09-02 12:58:19.823;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5BE7024CA
138;2026-09-02 12:58:19.823;OSRAM;R;0x00B0;0x00000006;Ok;28;0;80A5BEB00006000600060006000600060006000600060006
139;2026-09-02 12:58:19.823;OSRAM;R;0x00F7;0x0000011F;Ok;28;0;80A5B0F7011F011F
140;2026-09-02 12:58:19.837;OSRAM;R;0x0000;0x00000000;Malformed;29;0;80A5BE0060F5
141;2026-09-02 12:58:19.838;OSRAM;R;0x0010;0x000017C8;Ok;29;0;80A5BE1017C8000000010002
142;2026-09-02 12:58:19.838;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5BE2000
143;2026-09-02 12:58:19.838;OSRAM;R;0x0030;0x000098EF;Ok;29;0;80A5B63098EF96FE97B3995F98D8994F9720
144;2026-09-02 12:58:19.838;OSRAM;R;0x0080;0x000066C9;Ok;29;0;80A5BE8066C974806E5822C2289E
145;2026-09-02 12:58:19.838;OSRAM;R;0x00C0;0x00000006;Ok;28;0;80A5BEC0000600060006000600060006000600060006000600060006000600060006000629F9
146;2026-09-02 12:58:19.838;OSRAM;R;0x00F7;0x0000011F;Ok;28;0;80A5B0F7011F011F0000000080A30000FFFF2402ABCD81B6
147;2026-09-02 12:58:19.838;OSRAM;R;0x0000;0x000060F5;Ok;28;0;80A5BE0060F5FFFF0003000003E8FFFF7100302000060000000000A50000FFFF00020078DBB9
148;2026-09-02 12:58:19.838;OSRAM;R;0x0010;0x000017C8;Ok;28;0;80A5BE1017C800000001000200000073008C004C007F01000100FFFF5004FFFFA5000183D48D
149;2026-09-02 12:58:19.843;OSRAM;R;0x0020;0x00000000;Ok;28;0;80A5BE2000000000000C000E
150;2026-09-02 12:58:19.843;OSRAM;R;0x0030;0x000098EF;Ok;28;0;80A5B63098EF96FE97B3995F98D8994F9720974C9992997C002F
151;2026-09-02 12:58:19.843;OSRAM;R;0x0090;0x000014CC;Ok;29;0;80A5BE9014CC28A21E7256D07081605D10CC28A31C7254C370B560724AC0
152;2026-09-02 12:58:19.843;OSRAM;R;0x00D0;0x00000006;Ok;28;0;80A5BED00006000600060006000600060006
153;2026-09-02 12:58:19.843;OSRAM;R;0x00F7;0x0000011F;Ok;28;0;80A5B0F7011F011F0000000080A30000FFFF
154;2026-09-02 12:58:19.852;OSRAM;R;0x0000;0x000060F5;Ok;28;0;80A5BE0060F5FFFF0003000003E8FFFF7100
155;2026-09-02 12:58:19.852;OSRAM;R;0x0010;0x000017C9;Ok;29;0;80A5BE1017C900000001000200000073
156;2026-09-02 12:58:19.852;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5BE200000
157;2026-09-02 12:58:19.852;OSRAM;R;0x0030;0x000098EF;Ok;28;0;80A5B63098EF96FE
158;2026-09-02 12:58:19.854;OSRAM;R;0x00A0;0x00006E90;Ok;28;0;80A5BEA06E905A7950C800000000000000000000000000000000000000000000000000008F83
159;2026-09-02 12:58:19.854;OSRAM;R;0x00E0;0x00000006;Ok;30;0;80A5BEE00006000600060000000000000000000000000000000000000000000000000000456B
160;2026-09-02 12:58:19.854;OSRAM;R;0x00F7;0x0000011F;Ok;29;0;80A5B0F7011F011F0000000080A30000FFFF2402ABCD81B6
161;2026-09-02 12:58:19.861;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5BE0060F5
162;2026-09-02 12:58:19.861;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5BE1017C900
163;2026-09-02 12:58:19.861;OSRAM;R;0x0020;0x00000000;Ok;28;0;80A5BE2000000000000C000EFFFFFFFF2904FFFFFFFFFFFFC44407F0
164;2026-09-02 12:58:19.861;OSRAM;R;0x0030;0x000098EF;Ok;28;0;80A5B63098EF96FE97B3995F98D8994F9720974C9992997C
165;2026-09-02 12:58:19.861;OSRAM;R;0x0070;0x000024CA;Ok;29;0;80A5BE7024CA2897
166;2026-09-02 12:58:19.861;OSRAM;R;0x00B0;0x00000006;Ok;28;0;80A5BEB00006000600060006000600060006000600060006000600060006000600060006AFA0
167;2026-09-02 12:58:19.863;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5B0F7011F
168;2026-09-02 12:58:19.872;OSRAM;R;0x0000;0x000060F5;Ok;28;0;80A5BE0060F5FFFF0003000003E8FFFF71003020000600000000
169;2026-09-02 12:58:19.872;OSRAM;R;0x0010;0x000017CA;Ok;28;0;80A5BE1017CA00000001
170;2026-09-02 12:58:19.874;OSRAM;R;0x0020;0x00000000;Ok;28;0;80A5BE2000000000000C000EFFFFFFFF2904FFFFFFFFFFFFC44407F0F6000200F0D10064D7D3
171;2026-09-02 12:58:19.874;OSRAM;R;0x0030;0x000098EF;Ok;28;0;80A5B63098EF96FE97B3995F98D8994F9720974C9992997C002F002E5CEE
172;2026-09-02 12:58:19.874;OSRAM;R;0x0080;0x000066C9;Ok;28;0;80A5BE8066C974806E5822C2289E26604C3C64C474B06E7714C928A11E6256C07299627AD75E
173;2026-09-02 12:58:19.874;OSRAM;R;0x00C0;0x00000006;Ok;29;0;80A5BEC0000600060006000600060006000600060006000600060006000600060006000629F9
174;2026-09-02 12:58:19.874;OSRAM;R;0x00F7;0x0000011F;Ok;28;0;80A5B0F7011F011F
175;2026-09-02 12:58:19.882;OSRAM;R;0x0000;0x00000000;Malformed;22;0;80A5BE00
176;2026-09-02 12:58:19.882;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5BE1017CA
177;2026-09-02 12:58:19.882;OSRAM;R;0x0020;0x00000000;Ok;29;0;80A5BE2000000000000C000EFFFF
178;2026-09-02 12:58:19.882;OSRAM;R;0x0030;0x000098EF;Ok;29;0;80A5B63098EF96FE97B3995F98D8994F9720974C9992997C002F002E5CEE
179;2026-09-02 12:58:19.882;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5BE9014CC28
180;2026-09-02 12:58:19.883;OSRAM;R;0x00D0;0x00000006;Ok;28;0;80A5BED000060006
181;2026-09-02 12:58:19.883;OSRAM;R;0x00F7;0x0000011F;Ok;28;0;80A5B0F7011F011F0000000080A30000FFFF
182;2026-09-02 12:58:19.894;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5BE0060F5
183;2026-09-02 12:58:19.894;OSRAM;R;0x0010;0x000017CB;Ok;29;0;80A5BE1017CB0000
184;2026-09-02 12:58:19.894;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5BE200000
185;2026-09-02 12:58:19.894;OSRAM;R;0x0030;0x000098EF;Ok;28;0;80A5B63098EF96FE
186;2026-09-02 12:58:19.894;OSRAM;R;0x00A0;0x00006E90;Ok;28;0;80A5BEA06E905A7950C800000000000000000000
187;2026-09-02 12:58:19.902;OSRAM;R;0x00E0;0x00000006;Ok;31;0;80A5BEE0000600060006000000000000000000000000000000000000
188;2026-09-02 12:58:19.902;OSRAM;R;0x00F7;0x0000011F;Ok;30;0;80A5B0F7011F011F0000
189;2026-09-02 12:58:19.902;OSRAM;R;0x0000;0x000060F5;Ok;29;0;80A5BE0060F5FFFF0003000003E8FFFF710030200006
190;2026-09-02 12:58:19.902;OSRAM;R;0x0010;0x000017CB;Ok;29;0;80A5BE1017CB00000001000200000073
191;2026-09-02 12:58:19.902;OSRAM;R;0x0020;0x00000000;Ok;28;0;80A5BE2000000000000C000EFFFF
192;2026-09-02 12:58:19.903;OSRAM;R;0x0030;0x000098EF;Ok;28;0;80A5B63098EF96FE97B3995F98D8994F
193;2026-09-02 12:58:19.903;OSRAM;R;0x0070;0x000024CA;Ok;28;0;80A5BE7024CA28972874
194;2026-09-02 12:58:19.903;OSRAM;R;0x00B0;0x00000006;Ok;28;0;80A5BEB000060006000600060006000600060006000600060006000600060006
195;2026-09-02 12:58:19.912;OSRAM;R;0x00F7;0x0000011F;Ok;28;0;80A5B0F7011F011F0000000080A30000FFFF2402ABCD81B6
196;2026-09-02 12:58:19.914;OSRAM;R;0x0000;0x000060F5;Ok;28;0;80A5BE0060F5FFFF
197;2026-09-02 12:58:19.914;OSRAM;R;0x0010;0x000017CC;Ok;29;0;80A5BE1017CC0000
198;2026-09-02 12:58:19.914;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5BE200000
199;2026-09-02 12:58:19.914;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5B63098EF
200;2026-09-02 12:58:19.914;OSRAM;R;0x0000;0x00000000;Malformed;28;0;80A5BE8066C9
201;2026-09-02 12:58:19.914;OSRAM;R;0x00C0;0x00000006;Ok;29;0;80A5BEC000060006000600060006
202;2026-09-02 12:58:19.922;OSRAM;R;0x0000;0x00000000;Malformed;22;0;80A5B0F7
203;2026-09-02 12:58:19.922;OSRAM;R;0x0000;0x000060F5;Ok;28;0;80A5BE0060F5FFFF0003000003E8FFFF71003020
204;2026-09-02 12:58:19.922;OSRAM;R;0x0010;0x000017CC;Ok;28;0;80A5BE1017CC0000
205;2026-09-02 12:58:19.932;OSRAM;R;0x0020;0x00000000;Ok;28;0;80A5BE2000000000000C000EFF
