// VilsSharpX CAN/UART trace – 2026-08-28 09:58:14
// Records: 7569
// Seq;Timestamp;Device;Op;Address;Value;Status;RspDelayUs;IfDelayUs;RawHex
38;2026-08-28 06:57:30.580;OSRAM;R;0x002A;0x0000C444;Ok;6;314;80A5A22AC44407F0C5CB
39;2026-08-28 06:57:30.580;OSRAM;R;0x0043;0x0000C444;Ok;6;313;80A5A043C44489CF
40;2026-08-28 06:57:30.580;OSRAM;R;0x0047;0x000007F0;Ok;6;312;80A5A04707F0F157
41;2026-08-28 06:57:30.590;OSRAM;W;0x0006;0x00003100;Ok;0;8243;80A52006310046DE
42;2026-08-28 06:57:30.590;OSRAM;R;0x0000;0x000060F5;Ok;6;303;80A5BE0060F5FFFF0006000003E8FFFF3100302100060000000000A50000FFFF0000003F608B
43;2026-08-28 06:57:30.590;OSRAM;R;0x002A;0x0000C444;Ok;6;312;80A5A22AC44407F0C5CB
44;2026-08-28 06:57:30.590;OSRAM;R;0x0043;0x0000C444;Ok;6;314;80A5A043C44489CF
45;2026-08-28 06:57:30.590;OSRAM;R;0x0047;0x000007F0;Ok;6;313;80A5A04707F0F157
46;2026-08-28 06:57:30.600;OSRAM;W;0x0006;0x00003100;Ok;0;8297;80A52006310046DE
47;2026-08-28 06:57:30.600;OSRAM;W;0x0008;0x00000000;Ok;0;303;80A5220800000000936C
48;2026-08-28 06:57:30.600;OSRAM;W;0x0007;0x00000100;Ok;0;307;80A520070100747B
49;2026-08-28 06:57:30.600;OSRAM;R;0x0100;0x000060F9;Ok;6;310;80A5BF0060F900020000000003E800000000000000000000000000A50000FFFF0000003F9B21
50;2026-08-28 06:57:30.600;OSRAM;R;0x0110;0x00000000;Ok;6;312;80A5BF10000000000000000000000064008C007F007F00000100FFFF3003FFFFA94501C295C1
51;2026-08-28 06:57:30.600;OSRAM;R;0x0120;0x00000000;Ok;6;312;80A5BF2000000000000C000EFFFFFFFF4A64FFFFFFFFFFFF00000000F6000000D99700645866
52;2026-08-28 06:57:30.600;OSRAM;R;0x0130;0x00000000;Ok;6;313;80A5BF30000000000000000000000000000000000000000000000000FFFFFFFFFFFFFFFFEFB3
53;2026-08-28 06:57:30.600;OSRAM;R;0x0140;0x0000FFFF;Ok;6;311;80A5BF40FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF000000000000000000000000889E
54;2026-08-28 06:57:30.600;OSRAM;R;0x0150;0x00000000;Ok;6;311;80A5BF5000000000000000000000000000000000000000000000000000000000FFFFFFFF0A0C
55;2026-08-28 06:57:30.600;OSRAM;R;0x0160;0x0000FFFF;Ok;6;311;80A5BF60FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF22F
56;2026-08-28 06:57:30.600;OSRAM;R;0x0170;0x00000000;Ok;6;311;80A5BF7000000000000000000000000000000000000000000000000000000000000000002A53
57;2026-08-28 06:57:30.600;OSRAM;W;0x0008;0x00000000;Ok;0;311;80A5220800000100A05D
58;2026-08-28 06:57:30.605;OSRAM;W;0x0007;0x00000100;Ok;0;304;80A520070100747B
59;2026-08-28 06:57:30.605;OSRAM;R;0x0100;0x00000000;Ok;6;303;80A5BF000000000000000000000000000000000000000000000000000000000000000000AC0A
60;2026-08-28 06:57:30.605;OSRAM;R;0x0110;0x00000000;Ok;6;312;80A5BF100000000000000000000000000000000000000000000000000000000000000000F0C2
61;2026-08-28 06:57:30.610;OSRAM;R;0x0120;0x00000000;Ok;6;311;80A5BF200000000000000000000000000000000000000000000000000000000000000000159A
62;2026-08-28 06:57:30.610;OSRAM;R;0x0130;0x00000000;Ok;6;325;80A5BF3000000000000000000000000000000000000000000000000000000000000000004952
63;2026-08-28 06:57:30.610;OSRAM;R;0x0000;0x000060F5;Ok;6;312;80A5BE0060F5FFFF0006000003E8FFFF3100302100000100000000A50000FFFF0000003FCD81
64;2026-08-28 06:57:30.610;OSRAM;W;0x0006;0x00003100;Ok;0;1375;80A52006310046DE
65;2026-08-28 06:57:30.610;OSRAM;R;0x0140;0x00000000;Ok;6;304;80A5BF400000000000000000000000000000000000000000000000000000000000000000CF0B
66;2026-08-28 06:57:30.610;OSRAM;R;0x0150;0x00000000;Ok;6;313;80A5BF50000000000000000000000000000000000000000000000000000000000000000093C3
67;2026-08-28 06:57:30.610;OSRAM;R;0x0160;0x00000000;Ok;6;313;80A5BF600000000000000000000000000000000000000000000000000000000000000000769B
68;2026-08-28 06:57:30.610;OSRAM;R;0x0170;0x0000FFFF;Ok;6;313;80A5BF70FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000A2FACCFFFF2402ABCDB6A0
69;2026-08-28 06:57:30.610;OSRAM;W;0x0008;0x00000000;Ok;0;311;80A5220800000200F50E
70;2026-08-28 06:57:30.610;OSRAM;W;0x0007;0x00000100;Ok;0;303;80A520070100747B
71;2026-08-28 06:57:30.610;OSRAM;R;0x0100;0x000026B3;Ok;6;304;80A5BF0026B3FFA5FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFBA57
72;2026-08-28 06:57:30.610;OSRAM;R;0x0110;0x0000FFFF;Ok;6;312;80A5BF10FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF7476
73;2026-08-28 06:57:30.610;OSRAM;R;0x0120;0x0000FFFF;Ok;7;311;80A5BF20FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF912E
74;2026-08-28 06:57:30.610;OSRAM;R;0x0130;0x0000FFFF;Ok;6;311;80A5BF30FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFCDE6
75;2026-08-28 06:57:30.610;OSRAM;R;0x0140;0x0000FFFF;Ok;6;311;80A5BF40FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF4BBF
76;2026-08-28 06:57:30.620;OSRAM;R;0x0150;0x0000FFFF;Ok;6;311;80A5BF50FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF1777
77;2026-08-28 06:57:30.620;OSRAM;R;0x0160;0x0000FFFF;Ok;6;311;80A5BF60FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF22F
78;2026-08-28 06:57:30.620;OSRAM;R;0x0170;0x0000FFFF;Ok;6;312;80A5BF70FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFAEE7
79;2026-08-28 06:57:30.620;OSRAM;R;0x0000;0x000060F5;Ok;6;312;80A5BE0060F5FFFF0006000003E8FFFF3100302100000200000000A50000FFFF0000003F4022
80;2026-08-28 06:57:30.620;OSRAM;W;0x0006;0x00003100;Ok;0;1975;80A52006310046DE
81;2026-08-28 06:57:30.620;OSRAM;R;0x0000;0x000060F5;Ok;6;305;80A5BE0060F5FFFF0006000003E8FFFF3100302100000200000000A50000FFFF0000003F4022
82;2026-08-28 06:57:30.630;OSRAM;W;0x0006;0x00003100;Ok;0;9327;80A52006310046DE
83;2026-08-28 06:57:30.630;OSRAM;W;0x0008;0x00000004;Ok;0;305;80A52208000400004FAC
84;2026-08-28 06:57:30.630;OSRAM;W;0x0007;0x00000100;Ok;0;304;80A520070100747B
85;2026-08-28 06:57:30.630;OSRAM;R;0x0100;0x0000B81E;Ok;6;305;80A5BF00B81EC847C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C86BDD
86;2026-08-28 06:57:30.630;OSRAM;R;0x0110;0x0000C8C8;Ok;6;312;80A5BF10C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8055B
87;2026-08-28 06:57:30.630;OSRAM;R;0x0120;0x0000C8C8;Ok;6;312;80A5BF20C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8E003
88;2026-08-28 06:57:30.630;OSRAM;R;0x0130;0x0000C8C8;Ok;6;313;80A5BF30C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8BCCB
89;2026-08-28 06:57:30.630;OSRAM;R;0x0140;0x0000C8C8;Ok;6;312;80A5BF40C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C83A92
90;2026-08-28 06:57:30.630;OSRAM;R;0x0150;0x0000C8C8;Ok;6;311;80A5BF50C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8665A
91;2026-08-28 06:57:30.630;OSRAM;R;0x0160;0x0000C8C8;Ok;6;312;80A5BF60C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C88302
92;2026-08-28 06:57:30.630;OSRAM;R;0x0170;0x0000C8C8;Ok;6;311;80A5BF70C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8DFCA
93;2026-08-28 06:57:30.630;OSRAM;W;0x0008;0x00000004;Ok;0;311;80A52208000401007C9D
94;2026-08-28 06:57:30.631;OSRAM;W;0x0007;0x00000100;Ok;0;304;80A520070100747B
95;2026-08-28 06:57:30.631;OSRAM;R;0x0100;0x0000C8C8;Ok;6;303;80A5BF00C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C85993
96;2026-08-28 06:57:30.631;OSRAM;R;0x0110;0x0000C8C8;Ok;6;312;80A5BF10C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8055B
97;2026-08-28 06:57:30.640;OSRAM;R;0x0120;0x0000C8C8;Ok;6;312;80A5BF20C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8E003
98;2026-08-28 06:57:30.640;OSRAM;R;0x0130;0x0000C8C8;Ok;6;312;80A5BF30C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8BCCB
99;2026-08-28 06:57:30.640;OSRAM;R;0x0000;0x000060F5;Ok;6;311;80A5BE0060F5FFFF0006000003E8FFFF3100302100040100000000A50000FFFF0000003F5633
100;2026-08-28 06:57:30.640;OSRAM;W;0x0006;0x00003100;Ok;0;1387;80A52006310046DE
101;2026-08-28 06:57:30.640;OSRAM;R;0x0140;0x0000C8C8;Ok;6;306;80A5BF40C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C83A92
102;2026-08-28 06:57:30.640;OSRAM;R;0x0150;0x0000C8C8;Ok;6;312;80A5BF50C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8665A
103;2026-08-28 06:57:30.640;OSRAM;R;0x0160;0x0000C8C8;Ok;6;315;80A5BF60C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C88302
104;2026-08-28 06:57:30.640;OSRAM;R;0x0170;0x0000C8C8;Ok;6;312;80A5BF70C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8DFCA
105;2026-08-28 06:57:30.640;OSRAM;W;0x0008;0x00000004;Ok;0;312;80A522080004020029CE
106;2026-08-28 06:57:30.640;OSRAM;W;0x0007;0x00000100;Ok;0;304;80A520070100747B
107;2026-08-28 06:57:30.640;OSRAM;R;0x0100;0x0000C8C8;Ok;6;303;80A5BF00C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C85993
108;2026-08-28 06:57:30.640;OSRAM;R;0x0110;0x0000C8C8;Ok;6;311;80A5BF10C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8055B
109;2026-08-28 06:57:30.640;OSRAM;R;0x0120;0x0000C8C8;Ok;6;311;80A5BF20C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8E003
110;2026-08-28 06:57:30.640;OSRAM;R;0x0130;0x0000C8C8;Ok;6;311;80A5BF30C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8BCCB
111;2026-08-28 06:57:30.640;OSRAM;R;0x0140;0x0000C8C8;Ok;6;311;80A5BF40C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C83A92
112;2026-08-28 06:57:30.640;OSRAM;R;0x0150;0x0000C8C8;Ok;6;311;80A5BF50C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8665A
113;2026-08-28 06:57:30.649;OSRAM;R;0x0160;0x0000C8C8;Ok;6;312;80A5BF60C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C88302
114;2026-08-28 06:57:30.649;OSRAM;R;0x0170;0x0000C8C8;Ok;6;313;80A5BF70C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8DFCA
115;2026-08-28 06:57:30.649;OSRAM;R;0x0000;0x000060F5;Ok;6;312;80A5BE0060F5FFFF0006000003E8FFFF3100302100040200000000A50000FFFF0000003FDB90
116;2026-08-28 06:57:30.649;OSRAM;W;0x0006;0x00003100;Ok;0;2002;80A52006310046DE
117;2026-08-28 06:57:30.649;OSRAM;W;0x0008;0x00000004;Ok;0;304;80A52208000403001AFF
118;2026-08-28 06:57:30.649;OSRAM;W;0x0007;0x00000100;Ok;0;304;80A520070100747B
119;2026-08-28 06:57:30.649;OSRAM;R;0x0100;0x0000C8C8;Ok;6;306;80A5BF00C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C85993
120;2026-08-28 06:57:30.649;OSRAM;R;0x0110;0x0000C8C8;Ok;6;313;80A5BF10C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8055B
121;2026-08-28 06:57:30.649;OSRAM;R;0x0120;0x0000C8C8;Ok;6;312;80A5BF20C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8E003
122;2026-08-28 06:57:30.649;OSRAM;R;0x0130;0x0000C8C8;Ok;6;315;80A5BF30C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8BCCB
123;2026-08-28 06:57:30.649;OSRAM;R;0x0140;0x0000C8C8;Ok;6;312;80A5BF40C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C83A92
124;2026-08-28 06:57:30.649;OSRAM;R;0x0150;0x0000C8C8;Ok;6;311;80A5BF50C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8665A
125;2026-08-28 06:57:30.649;OSRAM;R;0x0160;0x0000C8C8;Ok;6;311;80A5BF60C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C88302
126;2026-08-28 06:57:30.649;OSRAM;R;0x0170;0x0000C8C8;Ok;6;311;80A5BF70C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8DFCA
127;2026-08-28 06:57:30.651;OSRAM;W;0x0008;0x00000004;Ok;0;312;80A52208000404008368
128;2026-08-28 06:57:30.651;OSRAM;W;0x0007;0x00000100;Ok;0;303;80A520070100747B
129;2026-08-28 06:57:30.651;OSRAM;R;0x0100;0x0000C8C8;Ok;6;304;80A5BF00C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C85993
130;2026-08-28 06:57:30.660;OSRAM;R;0x0110;0x0000C8C8;Ok;6;311;80A5BF10C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8055B
131;2026-08-28 06:57:30.660;OSRAM;R;0x0120;0x0000C8C8;Ok;6;312;80A5BF20C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8E003
132;2026-08-28 06:57:30.660;OSRAM;R;0x0130;0x0000C8C8;Ok;6;311;80A5BF30C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8BCCB
133;2026-08-28 06:57:30.660;OSRAM;R;0x0000;0x000060F5;Ok;6;311;80A5BE0060F5FFFF0006000003E8FFFF3100302100040400000000A50000FFFF0000003FD0F7
134;2026-08-28 06:57:30.660;OSRAM;W;0x0006;0x00003100;Ok;0;1296;80A52006310046DE
135;2026-08-28 06:57:30.660;OSRAM;R;0x0140;0x0000C8C8;Ok;6;304;80A5BF40C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C83A92
136;2026-08-28 06:57:30.660;OSRAM;R;0x0150;0x0000C8C8;Ok;6;313;80A5BF50C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8665A
137;2026-08-28 06:57:30.660;OSRAM;R;0x0160;0x0000C8C8;Ok;6;312;80A5BF60C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C88302
138;2026-08-28 06:57:30.660;OSRAM;R;0x0170;0x0000C8C8;Ok;6;312;80A5BF70C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8DFCA
139;2026-08-28 06:57:30.660;OSRAM;W;0x0008;0x00000004;Ok;0;315;80A5220800040500B059
140;2026-08-28 06:57:30.660;OSRAM;W;0x0007;0x00000100;Ok;0;304;80A520070100747B
141;2026-08-28 06:57:30.660;OSRAM;R;0x0100;0x0000C8C8;Ok;6;303;80A5BF00C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C85993
142;2026-08-28 06:57:30.660;OSRAM;R;0x0110;0x0000C8C8;Ok;6;311;80A5BF10C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8055B
143;2026-08-28 06:57:30.660;OSRAM;R;0x0120;0x0000C8C8;Ok;6;312;80A5BF20C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8E003
144;2026-08-28 06:57:30.660;OSRAM;R;0x0130;0x0000C8C8;Ok;6;311;80A5BF30C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8BCCB
145;2026-08-28 06:57:30.660;OSRAM;R;0x0140;0x0000C8C8;Ok;6;312;80A5BF40C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C83A92
146;2026-08-28 06:57:30.661;OSRAM;R;0x0150;0x0000C8C8;Ok;6;312;80A5BF50C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8665A
147;2026-08-28 06:57:30.661;OSRAM;R;0x0160;0x0000C8C8;Ok;6;312;80A5BF60C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C88302
148;2026-08-28 06:57:30.670;OSRAM;R;0x0170;0x0000C8C8;Ok;6;312;80A5BF70C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8DFCA
149;2026-08-28 06:57:30.670;OSRAM;R;0x0000;0x000060F5;Ok;6;312;80A5BE0060F5FFFF0006000003E8FFFF3100302100040500000000A50000FFFF0000003FAB96
150;2026-08-28 06:57:30.670;OSRAM;W;0x0006;0x00003100;Ok;0;1996;80A52006310046DE
151;2026-08-28 06:57:30.670;OSRAM;W;0x0008;0x00000004;Ok;0;305;80A5220800040600E50A
152;2026-08-28 06:57:30.670;OSRAM;W;0x0007;0x00000100;Ok;0;305;80A520070100747B
153;2026-08-28 06:57:30.670;OSRAM;R;0x0100;0x0000C8C8;Ok;6;304;80A5BF00C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C85993
154;2026-08-28 06:57:30.670;OSRAM;R;0x0110;0x0000C8C8;Ok;6;313;80A5BF10C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8055B
155;2026-08-28 06:57:30.670;OSRAM;R;0x0120;0x0000C8C8;Ok;6;312;80A5BF20C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8E003
156;2026-08-28 06:57:30.670;OSRAM;R;0x0130;0x0000C8C8;Ok;6;317;80A5BF30C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8BCCB
157;2026-08-28 06:57:30.670;OSRAM;R;0x0140;0x0000C8C8;Ok;6;311;80A5BF40C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C8C83A92
